respondent_id,persona,age_group,gender,city_tier,monthly_hh_income,hh_type,products_used_shampoo,products_used_conditioner,products_used_body_wash,products_used_bar_soap,products_used_dishwash,products_used_laundry,products_used_floor_cleaner,products_used_toilet_cleaner,primary_channel,actual_spend_personal_care,actual_spend_mid,total_hh_spend_monthly,purchase_drivers_price,purchase_drivers_brand_trust,purchase_drivers_ingredients,purchase_drivers_eco_pkg,purchase_drivers_efficacy,purchase_drivers_fragrance,purchase_drivers_recommendation,purchase_drivers_availability,habit_strength,eco_concern_score,prior_eco_purchase,green_identity,lifestyle_exercise_yoga,lifestyle_track_waste,lifestyle_organic_food,lifestyle_eco_content,lifestyle_lifestyle_change,lifestyle_repair_reuse,greenwashing_skepticism,premium_willingness_pct,brand_switch_readiness,hard_water_waxy_hair,hard_water_poor_lather,hard_water_softener,hard_water_no_issue,trust_signal_lab_tests,trust_signal_certification,trust_signal_friend_rec,trust_signal_influencer_rec,trust_signal_free_sample,trust_signal_money_back,trust_signal_reviews,peer_eco_usage,discovery_channel,format_interest_shampoo_bar,format_interest_dishwash_block,format_interest_laundry_sheets,format_interest_body_bar,format_interest_surface_tablets,format_interest_conditioner_bar,format_interest_toilet_tablet,format_interest_none,barrier_efficacy_doubt,barrier_unfamiliar,barrier_price,barrier_availability,barrier_habit,barrier_humidity,barrier_no_concern,preferred_eco_channel,ayurveda_affinity,subscription_intent,bundle_pref_bathroom_kit,bundle_pref_kitchen_kit,bundle_pref_full_home,bundle_pref_trial_sampler,bundle_pref_gift_hamper,bundle_pref_no_bundle,eco_spend_willingness,max_price_shampoo_bar,max_price_laundry_sheets,pricing_model_pref,scenario_purchase_intent,overall_interest_score,interest_binary,interest_3class,actual_spend_mid_fill,aspiration_gap,lifestyle_score,format_interest_count,barrier_count,trust_signal_count,sdb_flag,is_outlier
R0978,Eco Warrior,25-34,Female,Metro,100-200k,Couple,1,1,0,0,1,1,0,1,Quick_commerce,701-1200,950.0,1869,1,0,0,1,1,0,0,0,6m-2y,5,No_considered,Core_identity,0,1,1,0,1,1,4,21-30,3,1,0,0,0,0,0,0,0,1,1,1,Friends_rec,Friend_family,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,Supermarket,Neutral,Yes_already,1,1,1,1,0,0,1646,lt100,351-500,Quarterly_bulk,Order_now,4,1,Interested,950.0,696.0,4,6,2,3,0,0
R0979,Eco Skeptic,45-54,Male,Metro,50-100k,Single,1,1,1,0,1,1,0,1,Quick_commerce,401-700,550.0,666,1,0,0,0,1,0,1,0,gt5y,3,No_considered,Occasional,1,0,0,0,0,0,4,1-10,4,0,0,0,1,0,1,1,0,1,0,0,No_circle,Article_news,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,Eco_store,Neutral,No,0,0,0,1,1,1,608,gt300,251-350,Single,Unlikely,2,0,Not_Interested,550.0,58.0,1,1,2,3,0,0
R0980,Urban Renter,18-24,Female,Tier2,50-100k,Family_large,1,1,1,1,1,1,1,1,Amazon_Flipkart,701-1200,950.0,1226,1,1,0,1,1,0,0,0,lt6m,3,No_considered,Occasional,0,1,0,1,0,0,3,21-30,5,0,0,0,1,0,0,0,0,0,0,0,No_circle,Friend_family,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,Quick_comm,Somewhat,Try_first,1,0,0,0,0,0,703,100-150,351-500,Quarterly_bulk,Order_now,4,1,Interested,950.0,-247.0,2,3,1,0,0,0
R0981,Mindful Parent,35-44,Female,Metro,100-200k,Couple,1,0,1,0,1,1,0,1,Amazon_Flipkart,701-1200,950.0,944,1,0,1,0,1,0,0,1,lt6m,3,No_considered,Curious,0,1,0,1,0,0,5,11-20,4,0,0,0,1,1,0,0,0,1,1,0,I_influence,Eco_store,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,Quick_comm,Very_imp,Yes_if_discount,1,1,0,0,1,0,1127,lt100,251-350,Monthly_sub,Unlikely,1,0,Not_Interested,950.0,177.0,2,3,2,3,0,0
R0982,Urban Renter,18-24,Female,Metro,50-100k,Family_small,1,1,1,1,0,1,1,1,Modern_trade,401-700,550.0,323,0,0,1,1,0,1,0,0,6m-2y,4,No_not_priority,Conscious_buyer,1,0,1,1,0,0,3,1-10,5,0,0,0,1,1,1,0,0,0,0,0,I_influence,Article_news,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,Amazon,Somewhat,Try_first,0,1,0,0,1,1,668,100-150,251-350,Quarterly_bulk,Unlikely,3,0,Neutral,550.0,118.0,3,5,1,2,0,0
R0983,Eco Warrior,18-24,Male,Tier2,25-50k,Single,1,1,1,1,1,1,1,1,Amazon_Flipkart,401-700,550.0,753,1,0,1,1,1,1,0,0,6m-2y,5,Yes_few,Conscious_buyer,1,1,1,1,0,1,3,1-10,5,0,0,0,1,0,1,0,0,1,0,1,Friends_rec,Influencer,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,Amazon,Very_imp,No,0,0,1,1,0,0,782,151-200,351-500,Single,Order_now,5,1,Interested,550.0,232.0,5,4,0,3,0,0
R0984,Eco Warrior,35-44,Male,Tier1,100-200k,Family_small,1,1,1,1,1,1,1,0,D2C,701-1200,950.0,2013,0,1,1,0,1,1,0,1,6m-2y,5,Yes_regularly,Occasional,1,1,1,1,1,0,4,21-30,4,0,0,0,1,0,0,1,0,0,0,1,I_influence,Eco_store,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,Brand_website,Very_imp,Yes_already,1,0,1,0,0,0,1925,151-200,251-350,Single,Order_now,5,1,Interested,950.0,975.0,5,3,0,2,0,0
R0985,Urban Renter,18-24,Male,Tier1,25-50k,Single,1,1,0,0,1,1,1,1,Quick_commerce,401-700,550.0,394,1,0,1,0,0,0,0,0,6m-2y,2,No_not_priority,Curious,0,0,0,1,0,1,2,1-10,4,0,0,0,1,0,0,0,0,0,0,0,I_influence,Article_news,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,Nykaa,Somewhat,Try_first,0,1,0,0,0,1,512,151-200,251-350,Single,Wishlist,4,1,Interested,550.0,-38.0,2,5,2,0,0,0
R0986,Eco Skeptic,35-44,Male,Metro,gt200k,Joint,1,1,1,1,1,1,1,1,Amazon_Flipkart,lt200,150.0,2046,1,0,1,1,0,1,0,1,6m-2y,5,Yes_few,Curious,0,1,0,0,0,0,4,21-30,3,0,0,0,1,1,1,0,0,0,1,1,I_influence,Free_sample,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,Supermarket,Intl_std,No,1,0,0,1,0,0,1764,151-200,251-350,Quarterly_bulk,Research_first,3,0,Neutral,150.0,1614.0,1,1,3,4,0,0
R0987,Urban Renter,25-34,Male,Metro,25-50k,Couple,1,0,1,0,1,1,0,0,Amazon_Flipkart,401-700,550.0,656,1,1,1,1,1,0,1,1,6m-2y,5,No_not_priority,Occasional,1,1,1,1,0,0,2,1-10,5,0,0,0,1,0,0,0,0,1,0,0,I_influence,Friend_family,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,Brand_website,Neutral,Yes_already,0,0,0,0,0,0,524,151-200,150-250,Single,Order_now,5,1,Interested,550.0,-26.0,4,4,3,1,0,0
R0988,Eco Skeptic,45-54,Female,Tier1,25-50k,Family_small,1,1,1,1,1,1,1,0,Quick_commerce,,,408,1,0,0,1,0,0,1,0,2-5y,3,No_considered,Curious,0,0,1,0,1,0,4,0,3,0,1,1,0,0,1,1,0,1,1,1,Family_use,Free_sample,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Amazon,Somewhat,Yes_already,1,0,0,0,0,0,476,100-150,150-250,Single,No,2,0,Neutral,,-74.0,2,1,2,5,0,0
R0989,Mindful Parent,35-44,Female,Tier1,50-100k,Couple,1,0,1,1,1,1,1,1,Amazon_Flipkart,401-700,550.0,811,1,0,0,0,1,1,0,1,6m-2y,3,No_considered,Curious,0,0,0,0,0,1,5,1-10,3,0,0,0,1,0,1,0,0,0,0,0,Family_use,Eco_store,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,Quick_comm,Somewhat,Try_first,1,0,0,1,0,1,704,151-200,gt500,Refill_system,Research_first,3,0,Neutral,550.0,154.0,1,4,1,1,0,0
R0990,Price Pragmatist,35-44,Female,Tier3,25-50k,Joint,1,0,1,1,1,0,1,1,Kirana,401-700,550.0,394,1,0,0,0,1,0,1,1,2-5y,4,No_not_priority,Curious,1,0,0,0,0,0,2,0,4,0,0,0,1,1,1,1,0,1,1,1,No_circle,Friend_family,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,Eco_store,Very_imp,Try_first,0,0,1,1,0,1,360,100-150,251-350,Quarterly_bulk,Wishlist,3,0,Neutral,550.0,-190.0,1,1,4,6,1,0
R0991,Urban Renter,18-24,Male,Tier2,50-100k,Single,1,0,1,0,0,1,1,0,D2C,701-1200,950.0,937,0,0,1,0,1,1,0,1,6m-2y,5,Yes_regularly,Curious,1,0,1,1,0,0,3,gt30,1,0,0,0,1,0,0,0,0,0,1,0,I_influence,Friend_family,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Amazon,Somewhat,No,0,1,0,0,0,0,724,151-200,150-250,Monthly_sub,Wishlist,5,1,Interested,950.0,-226.0,3,2,0,1,0,0
R0992,Urban Renter,25-34,Male,Tier1,50-100k,Single,1,0,0,1,1,0,0,0,Quick_commerce,401-700,550.0,766,1,0,1,1,0,0,0,0,gt5y,4,No_not_priority,Occasional,0,0,1,0,1,0,3,21-30,3,0,0,0,1,0,0,1,1,0,0,1,Family_use,Marketplace_browse,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,Brand_website,Somewhat,Try_first,0,1,0,0,0,1,564,100-150,351-500,Single,Wishlist,4,1,Interested,550.0,14.0,2,2,2,3,0,0
R0993,Mindful Parent,45-54,Female,Tier2,,Family_small,1,0,0,1,1,1,1,1,Modern_trade,401-700,550.0,611,0,0,0,0,0,0,1,0,2-5y,4,Yes_few,Occasional,0,1,0,1,1,1,3,11-20,1,0,1,0,0,0,1,1,1,1,0,0,Family_use,Influencer,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,Brand_website,Neutral,Try_first,0,0,1,1,0,0,299,100-150,251-350,Monthly_sub,Order_now,4,1,Interested,550.0,-251.0,4,5,1,4,0,0
R0994,Urban Renter,25-34,Male,Metro,50-100k,Single,1,0,1,0,1,1,1,0,Quick_commerce,gt1200,1400.0,747,1,0,1,0,1,0,0,0,6m-2y,4,No_not_priority,Occasional,1,1,0,1,1,1,4,11-20,2,0,1,0,0,0,1,1,1,0,1,0,Family_use,Influencer,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,Quick_comm,Very_imp,No,0,0,1,1,0,0,963,gt300,lt150,Refill_system,Order_now,5,1,Interested,1400.0,-437.0,5,3,3,4,0,0
R0995,Eco Skeptic,35-44,Male,Tier2,25-50k,Single,1,0,1,0,1,1,1,1,Amazon_Flipkart,701-1200,950.0,404,0,1,1,0,0,0,1,1,2-5y,5,Yes_few,Curious,1,0,0,1,1,0,4,1-10,1,1,0,0,0,0,1,1,0,0,1,0,Friends_rec,Eco_store,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Brand_website,Not_imp,No,0,0,0,0,0,0,495,201-300,351-500,Monthly_sub,Research_first,3,0,Neutral,950.0,-455.0,3,1,1,3,0,0
R0996,Eco Warrior,25-34,Male,Tier1,50-100k,Family_small,1,1,1,0,1,1,1,1,Modern_trade,200-400,300.0,639,1,0,1,1,1,0,1,0,lt6m,4,No_considered,Core_identity,1,1,1,1,0,0,4,gt30,5,0,1,1,0,1,0,0,0,0,0,0,Friends_rec,Influencer,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,Brand_website,Very_imp,Yes_already,1,1,0,0,0,0,1260,151-200,gt500,Quarterly_bulk,Wishlist,5,1,Interested,300.0,960.0,4,5,1,1,1,0
R0997,Price Pragmatist,45-54,Female,Metro,50-100k,Family_large,1,0,1,1,1,1,1,0,Pharmacy,401-700,550.0,550,0,1,0,0,1,0,0,1,gt5y,2,Yes_regularly,Not_priority,1,1,0,1,0,0,3,0,2,0,0,0,1,1,0,0,0,0,0,1,Unsure,Friend_family,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,Eco_store,Somewhat,Try_first,1,0,1,1,0,0,451,100-150,lt150,Single,Unlikely,1,0,Not_Interested,550.0,-99.0,3,3,4,2,0,0
R0998,Mindful Parent,35-44,Male,Tier1,25-50k,Family_small,1,1,0,1,1,1,1,1,D2C,701-1200,950.0,501,0,0,0,0,1,1,0,1,2-5y,5,No_considered,Occasional,1,0,0,0,1,0,3,11-20,4,0,0,0,1,0,1,0,0,0,0,0,Family_use,Doctor_derm,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,Amazon,Very_imp,Yes_if_discount,1,1,0,0,0,0,579,151-200,351-500,Single,Wishlist,5,1,Interested,950.0,-371.0,2,5,4,1,1,0
R0999,Price Pragmatist,35-44,Male,Tier1,25-50k,Family_large,1,0,1,1,1,1,0,1,Amazon_Flipkart,200-400,300.0,448,0,1,1,1,1,1,1,0,6m-2y,5,No_not_priority,Curious,0,0,0,0,1,0,4,1-10,2,0,0,1,1,0,1,1,1,0,1,0,No_circle,Marketplace_browse,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,Nykaa,Somewhat,No,0,1,1,0,0,0,533,lt100,lt150,Monthly_sub,Unlikely,2,0,Not_Interested,300.0,233.0,1,2,2,4,0,0
R1000,Eco Skeptic,45-54,Male,Tier2,25-50k,Family_small,1,0,0,1,0,1,1,1,Pharmacy,200-400,300.0,454,1,1,1,0,1,1,0,0,No_fixed,5,Yes_few,Not_priority,0,1,1,0,1,1,4,11-20,4,0,0,0,1,1,1,1,1,1,0,0,Family_use,Doctor_derm,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Eco_store,Neutral,Yes_if_discount,1,0,0,1,0,1,544,151-200,251-350,Quarterly_bulk,Unlikely,4,1,Interested,300.0,244.0,4,0,2,5,1,0
R1001,Mindful Parent,35-44,Female,Metro,50-100k,Family_small,1,1,1,0,1,1,0,1,D2C,701-1200,950.0,863,1,1,0,0,1,0,1,0,6m-2y,2,No_not_priority,Curious,0,1,1,0,0,1,5,21-30,4,0,1,0,0,1,0,0,0,0,0,0,Friends_rec,Friend_family,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,Quick_comm,Very_imp,Try_first,0,0,1,0,0,0,702,151-200,lt150,Monthly_sub,Wishlist,4,1,Interested,950.0,-248.0,3,4,3,1,0,0
R1002,Urban Renter,25-34,Female,Tier1,50-100k,Single,1,0,1,1,1,0,0,0,Quick_commerce,200-400,300.0,574,1,0,0,1,0,1,1,1,gt5y,2,No_not_priority,Conscious_buyer,0,1,0,1,0,0,4,21-30,2,0,1,1,0,0,1,0,1,1,0,0,I_influence,Free_sample,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,Nykaa,Very_imp,Yes_already,0,0,0,1,1,0,598,100-150,251-350,Monthly_sub,Order_now,4,1,Interested,300.0,298.0,2,2,3,3,0,0
R1003,Price Pragmatist,45-54,Female,Tier3,lt25k,Family_large,1,0,1,1,1,1,1,1,Kirana,lt200,150.0,93,1,1,1,1,1,0,1,1,gt5y,4,No_not_priority,Occasional,0,0,0,1,1,1,2,11-20,1,0,0,0,1,1,0,0,0,0,0,1,No_circle,Eco_store,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,Eco_store,Very_imp,No,0,1,1,1,0,1,136,lt100,lt150,Single,Unlikely,5,1,Interested,150.0,-14.0,3,1,2,2,0,0
R1004,Urban Renter,25-34,Male,Metro,50-100k,Single,1,1,0,0,1,0,1,1,Amazon_Flipkart,lt200,150.0,805,1,0,1,0,0,0,0,0,lt6m,4,Yes_few,Conscious_buyer,0,0,0,1,0,0,2,21-30,3,0,0,0,1,1,0,0,0,1,0,0,I_influence,Influencer,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,Quick_comm,Very_imp,No,0,1,0,0,0,0,922,201-300,351-500,Refill_system,Research_first,5,1,Interested,150.0,772.0,1,4,2,2,0,1
R1005,Price Pragmatist,45-54,Female,Tier3,25-50k,Joint,1,0,1,1,1,1,0,1,Kirana,701-1200,950.0,252,1,0,0,0,1,0,1,1,6m-2y,2,No_not_priority,Occasional,0,1,0,0,0,1,2,1-10,1,1,0,0,0,0,1,0,0,1,1,0,No_circle,Friend_family,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Eco_store,Very_imp,Yes_if_discount,0,0,0,1,0,0,220,151-200,251-350,Quarterly_bulk,Unlikely,2,0,Not_Interested,950.0,-730.0,2,0,2,3,0,0
R1006,Urban Renter,18-24,Female,Metro,25-50k,Family_small,1,1,1,0,1,1,1,0,Kirana,,,429,1,1,0,0,1,1,0,0,gt5y,5,No_considered,Not_priority,0,1,0,0,1,0,3,21-30,5,0,1,0,0,0,0,0,0,1,0,0,Unsure,Free_sample,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,Amazon,Very_imp,Yes_if_discount,0,0,0,0,0,0,491,201-300,251-350,Refill_system,Unlikely,3,0,Neutral,,-59.0,2,4,1,1,1,0
R1007,Urban Renter,25-34,Male,Tier2,,Couple,1,1,1,1,0,1,0,0,Quick_commerce,401-700,550.0,933,1,1,0,0,1,0,1,0,lt6m,4,No_considered,Occasional,1,0,0,1,1,0,3,1-10,5,0,1,0,0,1,1,1,0,1,0,1,No_circle,Article_news,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,Supermarket,Somewhat,Yes_if_discount,1,0,0,0,1,0,596,100-150,351-500,Refill_system,Order_now,3,0,Neutral,550.0,46.0,3,3,1,5,0,0
R1008,Price Pragmatist,35-44,Male,Tier2,25-50k,Joint,1,0,0,1,1,1,1,0,Pharmacy,200-400,300.0,249,1,0,1,0,1,0,1,0,gt5y,2,No_considered,Not_priority,0,0,0,0,0,0,3,0,4,0,0,0,1,0,1,0,1,1,1,0,Unsure,Eco_store,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,Nykaa,Very_imp,Yes_already,0,0,1,1,0,0,405,lt100,lt150,Single,Research_first,4,1,Interested,300.0,105.0,0,0,3,4,0,0
R1009,Mindful Parent,18-24,Female,Tier1,100-200k,Family_small,1,0,0,1,1,1,1,1,Amazon_Flipkart,200-400,300.0,1457,1,0,1,1,1,0,0,0,No_fixed,4,Yes_regularly,Conscious_buyer,1,0,1,1,0,1,3,0,4,0,0,1,1,0,1,1,0,0,1,1,Family_use,Friend_family,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,Amazon,Somewhat,Yes_if_discount,1,0,1,0,0,0,1567,100-150,lt150,Monthly_sub,Wishlist,3,0,Neutral,300.0,1267.0,4,4,1,4,0,0
R1010,Eco Skeptic,25-34,Male,Tier1,50-100k,Single,1,0,1,1,1,1,1,1,D2C,401-700,550.0,597,0,0,0,0,1,0,1,0,No_fixed,5,No_not_priority,Occasional,0,1,0,1,0,0,3,1-10,4,0,0,0,1,0,0,1,1,0,1,0,No_circle,Marketplace_browse,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,Amazon,Neutral,Yes_if_discount,0,0,0,1,0,0,496,151-200,lt150,Single,Research_first,2,0,Not_Interested,550.0,-54.0,2,0,2,3,0,0
R1011,Mindful Parent,45-54,Female,Tier2,50-100k,Family_large,1,0,1,1,1,1,0,1,Quick_commerce,401-700,550.0,548,1,1,0,0,1,1,1,1,gt5y,4,Yes_few,Occasional,1,1,0,1,1,0,5,1-10,3,0,0,1,1,1,0,1,0,0,0,1,Family_use,Doctor_derm,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,Supermarket,Somewhat,Yes_already,1,0,1,0,0,0,671,100-150,251-350,Single,Wishlist,5,1,Interested,550.0,121.0,4,3,2,3,0,0
R1012,Price Pragmatist,25-34,Male,Tier3,25-50k,Family_small,1,1,1,1,1,1,1,0,Kirana,200-400,300.0,412,1,0,1,1,0,0,1,0,2-5y,3,No_considered,Curious,0,0,0,0,0,0,5,1-10,3,0,0,0,1,1,0,0,1,0,1,1,No_circle,Friend_family,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Amazon,Very_imp,Try_first,0,0,1,0,0,1,330,lt100,lt150,Refill_system,No,1,0,Not_Interested,300.0,30.0,0,2,1,4,0,0
R1013,Price Pragmatist,45-54,Male,Tier2,50-100k,Couple,0,0,1,0,1,0,0,1,Quick_commerce,lt200,150.0,245,1,1,1,1,1,0,0,1,gt5y,4,No_not_priority,Not_priority,0,0,1,0,0,0,5,11-20,2,0,0,0,1,1,0,1,0,1,0,1,Family_use,Marketplace_browse,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,Eco_store,Very_imp,Try_first,0,0,0,1,0,1,308,201-300,lt150,Quarterly_bulk,No,1,0,Not_Interested,150.0,158.0,1,1,2,4,0,0
R1014,Eco Warrior,35-44,Female,Tier2,100-200k,Couple,1,0,1,1,1,1,1,1,D2C,701-1200,950.0,1999,0,0,1,0,1,1,0,0,lt6m,4,No_considered,Curious,0,1,0,1,0,0,3,gt30,4,1,0,0,0,0,1,0,0,0,0,0,I_influence,Influencer,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,Amazon,Intl_std,Try_first,1,1,0,0,0,1,1440,151-200,150-250,Quarterly_bulk,Order_now,5,1,Interested,950.0,490.0,2,5,2,1,0,0
R1015,Urban Renter,18-24,Female,Metro,25-50k,Couple,1,1,1,0,1,1,1,1,Amazon_Flipkart,701-1200,950.0,223,0,1,1,0,1,0,0,1,lt6m,3,No_considered,Not_priority,1,0,0,0,0,0,3,21-30,3,0,1,0,0,0,0,1,1,1,0,0,No_circle,Free_sample,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,Supermarket,Somewhat,Yes_if_discount,1,0,0,1,0,0,448,100-150,150-250,Refill_system,No,3,0,Neutral,950.0,-502.0,1,3,3,3,0,0
R1016,Price Pragmatist,25-34,Female,Tier2,25-50k,Family_large,1,1,0,1,1,1,1,0,Kirana,401-700,550.0,239,1,1,0,0,1,1,1,1,gt5y,1,No_not_priority,Not_priority,1,0,0,0,0,0,4,0,3,1,1,0,0,0,0,0,1,1,0,0,Family_use,Friend_family,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,Supermarket,Very_imp,No,0,0,0,1,0,0,223,100-150,lt150,Refill_system,Unlikely,1,0,Not_Interested,550.0,-327.0,1,2,2,2,0,0
R1017,Mindful Parent,25-34,Female,Tier1,50-100k,Family_large,1,1,1,1,1,1,1,0,Quick_commerce,gt1200,1400.0,791,0,0,0,1,0,0,1,1,2-5y,5,No_considered,Core_identity,1,1,0,0,0,0,2,11-20,3,1,0,1,0,0,0,0,0,1,0,1,I_influence,Free_sample,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,Brand_website,Very_imp,Try_first,1,0,0,0,0,0,955,lt100,lt150,Quarterly_bulk,Research_first,5,1,Interested,1400.0,-445.0,2,5,2,2,0,0
R1018,Urban Renter,25-34,Female,Tier1,lt25k,Family_small,1,0,0,0,1,1,0,1,Quick_commerce,200-400,300.0,305,1,1,1,0,1,1,0,1,lt6m,3,Yes_regularly,Conscious_buyer,0,1,1,0,1,0,1,1-10,3,0,0,0,1,0,0,0,1,0,1,1,I_influence,Marketplace_browse,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,Amazon,Very_imp,Yes_if_discount,0,0,0,0,0,0,233,100-150,lt150,Quarterly_bulk,Order_now,5,1,Interested,300.0,-67.0,3,5,1,3,0,0
R1019,Price Pragmatist,45-54,Male,Tier2,25-50k,Single,1,1,1,1,1,1,1,1,Pharmacy,lt200,150.0,295,1,1,0,1,1,0,0,0,No_fixed,4,No_not_priority,Curious,0,1,0,0,1,1,4,0,4,0,0,0,1,0,0,1,0,0,1,1,No_circle,Marketplace_browse,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Eco_store,Very_imp,Try_first,0,0,0,1,0,0,299,lt100,lt150,Quarterly_bulk,Research_first,2,0,Not_Interested,150.0,149.0,3,0,3,3,1,0
R1020,Eco Warrior,25-34,Male,Tier1,gt200k,Family_large,1,1,0,0,1,1,1,1,Amazon_Flipkart,701-1200,950.0,3000,0,1,1,0,0,0,0,0,2-5y,5,Yes_few,Core_identity,1,1,1,0,1,0,3,11-20,4,1,1,0,0,0,0,0,0,1,0,1,Friends_rec,Influencer,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,Eco_store,Somewhat,Yes_if_discount,0,0,1,1,0,0,2476,lt100,251-350,Single,Order_now,5,1,Interested,950.0,1526.0,4,4,1,2,0,0
R1021,Urban Renter,18-24,Female,Tier1,gt200k,Single,1,1,1,1,1,1,0,0,D2C,701-1200,950.0,1813,1,1,1,0,0,1,1,1,lt6m,3,No_not_priority,Occasional,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,1,0,0,1,Family_use,Marketplace_browse,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Quick_comm,Neutral,Yes_already,0,1,0,0,1,1,1734,201-300,351-500,Monthly_sub,Order_now,4,1,Interested,950.0,784.0,1,4,0,2,0,0
R1022,Mindful Parent,45-54,Female,Tier1,50-100k,Family_small,1,1,1,1,1,1,1,1,Amazon_Flipkart,200-400,300.0,1044,1,0,0,0,0,1,0,1,gt5y,3,Yes_few,Not_priority,0,1,1,0,1,0,5,0,3,1,1,0,0,0,1,1,1,1,0,0,Unsure,Influencer,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,Amazon,Somewhat,Yes_if_discount,0,0,1,0,0,0,836,gt300,150-250,Quarterly_bulk,Order_now,1,0,Not_Interested,300.0,536.0,3,2,3,4,0,0
R1023,Price Pragmatist,35-44,Male,Tier2,lt25k,Family_small,1,1,0,1,1,1,1,0,Quick_commerce,401-700,550.0,194,1,0,0,0,1,0,1,0,gt5y,3,No_not_priority,Curious,1,0,0,0,0,1,2,0,4,1,0,0,0,0,0,0,0,1,1,1,No_circle,Marketplace_browse,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,Quick_comm,Very_imp,Yes_if_discount,1,0,0,0,0,0,187,lt100,150-250,Single,Research_first,2,0,Not_Interested,550.0,-363.0,2,1,3,3,0,0
R1024,Price Pragmatist,35-44,Male,Tier3,lt25k,Family_small,1,0,1,1,1,1,0,1,Modern_trade,200-400,300.0,61,0,0,1,0,0,0,0,0,gt5y,1,Yes_few,Not_priority,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,1,1,Friends_rec,Influencer,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Quick_comm,Very_imp,No,0,0,0,1,0,0,173,lt100,251-350,Single,Wishlist,1,0,Not_Interested,300.0,-127.0,1,2,2,3,0,0
R1025,Price Pragmatist,35-44,Male,Tier2,50-100k,Family_large,1,1,0,1,1,1,1,1,Amazon_Flipkart,401-700,550.0,333,1,1,0,0,1,1,0,0,No_fixed,1,No_not_priority,Occasional,1,0,0,0,1,0,1,0,2,0,0,1,1,1,0,0,0,1,1,1,No_circle,Free_sample,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,Eco_store,Very_imp,No,0,0,0,0,0,1,563,lt100,150-250,Single,Research_first,1,0,Not_Interested,550.0,13.0,2,1,3,4,0,0
R1026,Eco Skeptic,55+,Female,Metro,50-100k,Family_large,1,1,1,1,1,1,0,1,Quick_commerce,200-400,300.0,577,0,1,1,0,1,1,1,0,gt5y,4,No_considered,Curious,0,1,1,1,1,0,3,21-30,4,1,0,0,0,0,0,1,0,1,1,0,Family_use,Free_sample,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Amazon,Very_imp,Try_first,1,0,0,0,0,0,462,151-200,351-500,Single,Unlikely,1,0,Not_Interested,300.0,162.0,4,1,1,3,0,0
